Rank,University,Country,Article,Citation,Total Document,AIT,CIT,Collaboration,Total
320,Universidade de Coimbra,Portugal,69.44,75.27,37.07,67.06,52.25,57.21,358.29
321,University of Witwatersrand,South Africa,71.42,75.46,34.01,66.39,52.83,57.87,358.0
322,Northwestern Polytechnical University,China,83.45,75.27,36.67,65.67,47.82,49.05,357.93
323,Macquarie University,Australia,73.83,76.23,34.07,65.79,51.21,56.45,357.57
324,Vrije Universiteit Brussel,Belgium,68.48,76.51,34.03,66.92,53.54,58.06,357.53
325,University of Tsukuba,Japan,75.1,76.27,35.76,66.85,51.48,51.98,357.43
326,Dartmouth College,United States of America,70.12,81.32,34.58,66.96,55.03,49.09,357.09
327,Aristotle University of Thessaloniki,Greece,69.06,75.94,35.81,67.2,53.08,55.85,356.95
328,Heinrich Heine University Dusseldorf,Germany,68.15,80.11,34.0,65.83,53.9,54.93,356.92
329,National Cheng Kung University,Taiwan,75.73,77.81,37.39,66.87,48.02,51.03,356.86
330,University of Wollongong,Australia,71.76,76.2,32.94,66.37,51.92,56.89,356.08
331,University of Buenos Aires,Argentina,73.51,73.88,36.57,65.58,49.48,56.98,356.0
332,University of Science & Technology Beijing,China,81.06,76.3,35.04,65.41,49.28,48.56,355.66
333,University of Milano-Bicocca,Italy,67.62,77.61,32.83,67.19,55.12,54.81,355.19
334,Capital Medical University,China,82.87,76.66,37.25,61.33,44.84,52.18,355.13
335,University of Houston,United States of America,72.93,76.44,34.71,65.96,51.24,53.76,355.03
336,Universidade Federal do Rio Grande do Sul,Brazil,77.49,75.58,36.72,63.67,46.82,54.56,354.84
337,University of Ljubljana,Slovenia,70.39,73.63,35.43,65.62,50.48,57.5,353.05
338,Temple University,United States of America,71.69,77.83,35.68,65.38,51.44,50.98,352.99
339,University of South Carolina Columbia,United States of America,70.69,75.3,34.47,67.61,53.1,51.58,352.74
340,University of Perugia,Italy,65.32,78.15,31.96,67.47,57.68,51.89,352.46
341,University of Sevilla,Spain,72.88,75.66,35.09,64.53,48.46,55.8,352.42
342,Chalmers University of Technology,Sweden,70.08,75.85,32.93,65.0,51.5,56.99,352.36
343,University of Warsaw,Poland,67.95,75.73,32.07,66.4,55.56,54.52,352.23
344,University of Pavia,Italy,65.63,75.47,33.72,68.08,56.24,52.94,352.07
345,University of Sussex,United Kingdom,61.46,77.97,31.44,68.46,59.94,52.56,351.83
346,Institut National Polytechnique de Grenoble,France,63.31,77.03,32.53,68.04,56.85,54.05,351.8
347,University of Delaware,United States of America,68.34,78.83,33.22,66.65,53.89,50.69,351.62
348,King Abdullah University of Science & Technology,Saudi Arabia,66.04,78.39,28.71,64.68,55.58,57.7,351.1
349,University of Kwazulu Natal,South Africa,66.45,76.2,32.32,64.14,55.61,55.6,350.33
350,University of Notre Dame,United States of America,66.84,75.82,33.72,68.06,55.42,50.17,350.03
351,University of Newcastle,Australia,72.85,75.34,34.83,62.89,48.18,55.81,349.91
352,Wake Forest University,United States of America,66.6,81.06,34.29,65.3,54.58,46.9,348.73
353,Queens University - Canada,Canada,69.85,76.17,35.38,63.05,49.12,54.41,347.98
354,University of Technology Sydney,Australia,72.17,72.65,33.37,63.94,49.99,55.79,347.9
355,Shanghai University,China,77.79,74.12,34.33,64.81,48.55,47.95,347.55
356,University of St Andrews,United Kingdom,65.8,76.65,31.79,63.83,52.34,56.74,347.15
357,Eindhoven University of Technology,Netherlands,67.85,75.16,33.06,64.8,50.67,55.45,346.98
358,Northeastern University,United States of America,66.23,76.28,32.84,66.39,55.03,49.91,346.68
359,Nanjing Medical University,China,77.7,78.31,34.43,62.97,48.35,44.79,346.55
360,Universidade Federal de Minas Gerais,Brazil,76.2,74.03,35.86,61.1,45.05,53.39,345.62
361,Universidad de Chile,Chile,71.86,73.07,34.12,60.94,46.7,58.93,345.61
362,Simon Fraser University,Canada,67.15,72.47,32.83,66.2,51.86,54.6,345.11
363,University of Bari,Italy,63.98,75.59,32.7,65.76,54.36,50.8,343.2
364,Zhengzhou University,China,79.82,75.01,34.78,61.41,46.04,45.71,342.76
365,University of Saskatchewan,Canada,70.99,72.98,33.56,62.39,46.92,55.89,342.74
366,University of Twente,Netherlands,65.63,73.95,32.53,64.69,50.65,55.24,342.69
367,Technical University of Berlin,Germany,67.92,73.9,32.92,63.48,49.8,54.28,342.3
368,National Tsing Hua University,Taiwan,64.99,76.39,32.89,66.33,52.32,49.16,342.09
369,Justus Liebig University Giessen,Germany,66.95,73.53,31.99,63.92,51.8,53.6,341.8
370,University of Victoria,Canada,63.1,73.15,31.5,66.01,54.77,53.16,341.69
371,Medical University of South Carolina,United States of America,66.08,79.2,33.82,63.13,52.44,46.56,341.24
372,Pontificia Universidad Catolica de Chile,Chile,66.15,71.16,32.24,62.98,51.83,56.65,341.03
373,Vienna University of Technology,Austria,65.28,70.74,33.04,64.44,51.04,56.13,340.67
374,Pohang University of Science & Technology (POSTECH),South Korea,66.62,77.36,30.52,64.25,51.84,49.98,340.58
375,Kyungpook National University,South Korea,73.37,71.93,34.54,63.3,47.71,49.61,340.47
376,University of Ulsan,South Korea,74.43,76.85,35.14,60.87,46.98,45.92,340.2
377,China University of Petroleum,China,81.71,71.93,33.38,60.65,44.98,47.37,340.02
378,Pompeu Fabra University,Spain,60.43,76.3,28.5,64.97,56.65,53.01,339.86
379,Swedish University of Agricultural Sciences,Sweden,66.75,73.72,29.23,63.09,49.56,57.4,339.75
380,Universite de Rennes 1,France,66.69,74.64,31.8,62.2,49.9,54.49,339.73
381,East China Normal University,China,73.65,74.05,32.03,62.44,47.98,49.49,339.65
382,Lancaster University,United Kingdom,65.57,70.23,31.59,65.67,52.52,53.72,339.3
383,Polytechnic University of Catalonia,Spain,67.35,71.48,34.23,62.87,46.86,55.63,338.41
384,University of East Anglia,United Kingdom,63.04,74.71,31.03,63.69,52.74,53.02,338.23
385,University of Eastern Finland,Finland,64.28,75.56,29.81,62.72,52.08,53.6,338.05
386,University of Regensburg,Germany,63.96,76.45,31.51,62.02,51.37,52.04,337.35
387,Georgetown University,United States of America,63.72,77.88,34.2,63.69,52.72,45.12,337.32
388,Ben Gurion University,Israel,72.93,70.45,33.86,60.67,43.99,55.06,336.95
389,University of Oulu,Finland,64.7,73.81,30.81,62.48,50.83,53.96,336.58
390,Nanjing University of Science & Technology,China,75.4,72.74,33.22,63.67,48.28,43.18,336.49
391,University of Tasmania,Australia,69.38,72.36,32.19,60.98,47.18,54.14,336.23
392,Keio University,Japan,72.01,74.54,36.13,60.62,46.32,46.49,336.11
393,Universidade de Aveiro,Portugal,67.13,71.42,32.04,61.6,46.74,56.04,334.96
394,Cairo University,Egypt,72.3,69.48,34.43,59.24,45.53,53.78,334.76
395,University of Zaragoza,Spain,67.11,72.52,32.26,61.46,46.67,54.46,334.48
396,University of Santiago De Compostela,Spain,63.84,73.29,30.37,62.22,49.67,54.43,333.81
397,Chonnam National University,South Korea,68.79,71.84,33.07,63.15,49.33,47.25,333.43
398,Hiroshima University,Japan,69.64,73.69,33.45,61.12,47.16,48.33,333.39
399,Pusan National University,South Korea,63.64,74.92,33.93,63.27,49.49,47.92,333.17
400,University of Trieste,Italy,55.94,75.4,28.23,64.62,58.15,50.54,332.89
401,Universitat Politecnica de Valencia,Spain,68.65,70.75,33.34,61.05,45.64,52.77,332.21
402,Beijing University of Chemical Technology,China,71.15,75.83,29.94,63.27,51.32,40.69,332.2
403,University of Catania,Italy,64.02,71.26,32.35,63.51,51.92,48.97,332.03
404,Drexel University,United States of America,63.47,74.69,33.04,62.45,51.69,46.04,331.38
405,Wuhan University of Technology,China,73.02,71.49,33.03,59.78,48.75,45.12,331.19
406,Politecnico di Bari,Italy,57.16,74.14,30.92,64.95,55.38,48.37,330.92
407,University of Guelph,Canada,67.49,70.79,31.8,60.8,45.78,54.09,330.76
408,Thomas Jefferson University,United States of America,62.77,77.43,33.18,60.75,51.99,44.54,330.66
409,Catholic University of the Sacred Heart,Italy,65.32,74.06,34.13,59.35,47.88,49.84,330.58
410,Indian Institute of Science (IISC) - Bangalore,India,69.72,72.54,32.98,61.27,46.06,47.52,330.1
411,Philipps University Marburg,Germany,63.18,74.13,30.2,60.71,49.74,51.65,329.61
412,Northeastern University - China,China,77.35,68.27,34.53,60.8,43.88,44.76,329.6
413,Texas Tech University,United States of America,66.43,68.88,32.87,62.75,50.99,47.11,329.02
414,Royal Melbourne Institute of Technology (RMIT),Australia,68.84,68.76,32.25,60.34,46.4,52.37,328.97
415,Stellenbosch University,South Africa,65.89,71.17,32.19,58.93,45.69,54.51,328.39
416,University of Dundee,United Kingdom,55.35,75.98,30.08,62.26,55.05,49.52,328.23
417,Tehran University of Medical Sciences,Iran,71.8,72.36,35.71,58.67,44.12,45.4,328.06
418,University of Oviedo,Spain,59.6,72.39,29.21,62.78,55.86,48.01,327.85
419,University of Ferrara,Italy,59.39,74.49,28.75,60.66,53.23,51.16,327.68
420,Northwest A&F University - China,China,73.99,70.08,30.54,60.32,44.13,48.52,327.58
421,Nanjing Agricultural University,China,74.5,70.62,30.1,61.24,45.6,44.84,326.9
422,Vita-Salute San Raffaele University,Italy,59.9,74.96,31.47,58.76,51.92,49.31,326.31
423,University of Texas Dallas,United States of America,61.41,70.11,30.92,63.53,52.12,47.98,326.08
424,University of Innsbruck,Austria,59.22,70.18,28.2,62.12,52.83,53.46,326.02
425,Southwest University - China,China,73.21,70.54,30.11,61.16,47.02,43.65,325.69
426,Darmstadt University of Technology,Germany,64.12,70.03,31.27,60.37,47.54,52.09,325.42
427,University of Bath,United Kingdom,65.8,71.26,29.49,59.48,47.65,51.46,325.14
428,University of South Australia,Australia,64.0,70.84,31.4,60.09,46.8,51.84,324.96
429,University of Reading,United Kingdom,59.97,71.13,29.94,61.67,50.22,52.01,324.94
430,University of Oklahoma - Norman,United States of America,62.93,68.83,30.83,63.0,51.45,47.47,324.52
431,Jiangsu University,China,72.49,72.67,31.95,60.85,47.06,39.36,324.37
432,Universidade Nova de Lisboa,Portugal,61.13,67.82,31.52,61.85,48.84,52.78,323.93
433,Universidad de la Laguna,Spain,57.01,74.27,26.86,59.84,54.01,51.33,323.32
434,James Cook University,Australia,61.63,72.32,28.77,60.0,48.78,51.39,322.9
435,Saarland University,Germany,60.11,72.56,31.48,59.46,48.43,50.8,322.84
436,Nanjing University of Aeronautics & Astronautics,China,72.3,69.18,32.73,60.76,45.98,41.68,322.63
437,Shenzhen University,China,76.86,66.63,29.6,59.57,45.21,44.56,322.44
438,University of Palermo - Italy,Italy,64.64,70.99,31.87,59.28,46.32,48.59,321.68
439,University College Cork,Ireland,59.74,70.92,31.98,59.18,47.92,51.67,321.41
440,University of Mississippi,United States of America,58.21,70.28,30.66,62.43,54.45,45.18,321.22
441,Polytechnic University of Madrid,Spain,65.64,67.24,32.6,59.95,44.13,51.52,321.08
442,Jiangnan University,China,71.47,69.91,30.54,60.1,45.09,43.91,321.02
443,Flinders University South Australia,Australia,62.04,71.16,30.94,59.84,47.06,49.76,320.8
444,University of Zagreb,Croatia,64.95,67.93,34.81,56.52,42.72,53.72,320.66
445,Mahidol University,Thailand,66.27,69.77,31.98,55.8,42.9,53.67,320.38
446,University of Trento,Italy,57.37,68.69,29.11,62.46,51.39,50.76,319.78
447,Chang Gung University,Taiwan,71.72,70.9,33.17,57.4,41.78,44.71,319.67
448,University of Salerno,Italy,59.76,71.9,29.16,60.33,51.45,47.03,319.64
449,Polytechnic University of Turin,Italy,64.28,68.1,31.75,59.65,46.17,49.65,319.61
450,University of Strathclyde,United Kingdom,63.22,68.33,30.65,59.06,46.57,51.61,319.45
451,National Chiao Tung University,Taiwan,64.99,69.54,32.99,60.66,44.69,46.57,319.44
452,Xidian University,China,72.78,65.17,32.98,62.18,44.21,41.63,318.94
453,Kansas State University,United States of America,63.8,67.64,30.25,61.57,49.98,45.59,318.84
454,Universite Clermont Auvergne (UCA),France,59.53,68.53,27.8,61.15,51.89,49.81,318.7
455,University of Surrey,United Kingdom,63.9,67.43,30.41,58.77,45.62,52.24,318.37
456,Universidade do Minho,Portugal,60.2,65.47,31.6,60.75,48.67,51.36,318.06
457,University of Central Florida,United States of America,65.3,68.0,31.86,59.27,45.48,47.87,317.78
458,University of Tartu,Estonia,55.92,71.76,27.3,59.62,52.03,50.87,317.49
459,University of Hannover,Germany,64.66,67.21,30.64,58.1,45.94,50.74,317.28
460,Novosibirsk State University,Russia,66.6,65.35,30.65,59.2,46.11,48.87,316.77
461,University of Louisville,United States of America,62.41,71.32,32.32,58.76,47.08,44.86,316.75
462,Universidade Federal de Sao Paulo (UNIFESP),Brazil,65.09,70.15,34.19,56.38,42.75,48.17,316.72
463,University of Stuttgart,Germany,62.22,68.75,30.91,58.65,46.25,49.88,316.65
464,Ecole Polytechnique,France,56.83,68.05,27.35,61.73,50.71,51.85,316.51
465,Universita di Modena e Reggio Emilia,Italy,59.3,71.29,29.91,58.51,48.05,49.15,316.21
466,University of Siena,Italy,54.25,70.04,29.25,61.66,54.0,46.74,315.93
467,Tulane University,United States of America,60.39,72.03,31.77,58.03,47.73,45.91,315.86
468,University of Rostock,Germany,61.13,71.02,29.51,57.39,46.67,50.06,315.78
469,Universite de Savoie,France,49.5,70.49,25.32,63.77,56.31,50.32,315.72
470,Kobe University,Japan,66.17,67.63,32.5,59.51,46.28,42.81,314.9
471,Jinan University,China,73.9,67.62,30.52,56.69,42.66,42.63,314.03
472,Saint Petersburg State University,Russia,67.35,64.4,33.39,55.84,39.81,52.98,313.76
473,Martin Luther University Halle Wittenberg,Germany,59.95,70.11,29.32,57.69,47.2,49.43,313.71
474,University of Pretoria,South Africa,66.51,64.82,32.13,55.67,40.29,54.02,313.44
475,Rush University,United States of America,57.89,73.76,29.98,59.16,52.16,39.48,312.43
476,UiT The Arctic University of Tromso,Norway,60.63,68.86,28.49,56.32,45.52,52.59,312.42
477,China University of Mining & Technology,China,75.97,65.33,31.49,56.28,40.37,42.84,312.27
478,Masaryk University Brno,Czech Republic,62.72,67.22,32.22,55.49,42.91,51.7,312.26
479,Florida International University,United States of America,61.48,65.64,30.7,60.21,48.69,45.54,312.26
480,University of Parma,Italy,59.81,69.57,30.14,57.56,46.17,48.89,312.14
481,National Yang Ming University,Taiwan,66.62,71.24,31.82,56.73,42.93,42.78,312.12
482,Huazhong Agricultural University,China,69.18,67.88,28.55,57.31,43.35,44.38,310.66
483,La Trobe University,Australia,65.49,66.3,30.49,57.26,43.05,48.0,310.58
484,University of Vermont,United States of America,58.31,71.61,29.75,58.52,48.56,43.63,310.38
485,Konkuk University,South Korea,64.74,68.21,30.92,57.97,44.2,44.17,310.22
486,West Virginia University,United States of America,61.96,68.15,30.45,58.11,48.12,43.44,310.22
487,Amirkabir University of Technology,Iran,69.25,67.06,31.57,57.88,41.77,42.01,309.55
488,York University - Canada,Canada,59.25,63.26,31.22,60.34,47.62,47.86,309.54
489,Oklahoma State University - Stillwater,United States of America,59.67,66.06,29.04,60.75,50.24,43.23,309.01
490,University of Bremen,Germany,61.22,66.78,29.43,55.81,43.89,51.75,308.87
491,Southern Medical University - China,China,70.83,68.95,31.08,54.84,41.18,41.79,308.67
492,University of Potsdam,Germany,60.13,67.84,27.01,56.65,46.07,50.84,308.56
493,Universiti Putra Malaysia,Malaysia,64.64,64.32,33.0,54.83,39.74,51.84,308.36
494,University of Verona,Italy,59.39,69.66,30.31,55.31,46.28,47.3,308.25
495,Indian Institute of Technology (IIT) - Bombay,India,65.16,67.32,30.54,56.94,44.04,44.13,308.14
496,Beijing Jiaotong University,China,65.78,63.18,33.6,58.24,42.54,44.47,307.81
497,Chulalongkorn University,Thailand,61.63,63.11,31.31,56.94,45.16,49.28,307.43
498,University of Iceland,Iceland,49.77,70.56,24.43,58.48,53.97,50.12,307.33
499,Rockefeller University,United States of America,44.86,74.04,23.32,62.53,60.34,41.97,307.07
500,Medical University of Graz,Austria,53.3,70.43,29.02,55.19,48.4,50.43,306.77
501,University of Oregon,United States of America,54.33,67.67,28.19,61.73,53.41,40.87,306.2
502,Ecole Normale Superieure de Lyon (ENS LYON),France,57.42,68.78,26.26,56.33,46.88,50.48,306.15
503,University of Hawaii Manoa,United States of America,58.55,67.42,27.81,57.58,46.8,47.68,305.85
504,Okayama University,Japan,61.55,66.15,31.26,57.66,46.01,42.66,305.29
505,University of Cagliari,Italy,57.84,66.87,28.5,56.66,46.27,48.65,304.78
506,George Mason University,United States of America,57.37,68.04,30.01,58.5,47.53,43.11,304.55
507,Second Military Medical University,China,60.84,71.72,29.61,56.86,45.42,40.03,304.47
508,Fuzhou University,China,62.39,70.49,26.2,59.38,50.34,35.5,304.29
509,Waseda University,Japan,59.55,64.72,31.04,58.4,46.93,43.43,304.07
510,Universiti Teknologi Malaysia,Malaysia,57.29,64.05,34.37,55.53,41.7,50.98,303.92
511,Indian Institute of Technology (IIT) - Kharagpur,India,66.51,66.47,31.02,57.02,42.03,40.72,303.76
512,Swansea University,United Kingdom,56.05,67.72,27.48,56.75,47.01,48.05,303.06
513,Ocean University of China,China,66.42,65.82,29.7,56.31,42.23,42.55,303.02
514,Chiba University,Japan,62.51,68.44,31.37,54.63,41.87,44.0,302.83
515,Medical University of Innsbruck,Austria,50.97,69.78,27.99,55.27,48.12,50.29,302.43
516,Universidade Federal de Santa Catarina (UFSC),Brazil,63.1,66.25,30.18,54.27,41.74,46.7,302.24
517,University of Alabama Tuscaloosa,United States of America,56.73,65.18,28.78,59.73,49.8,41.89,302.1
518,University of Jyvaskyla,Finland,56.86,66.14,26.87,56.43,44.89,50.81,302.0
519,Dortmund University of Technology,France,55.62,65.21,27.57,58.13,49.63,45.73,301.89
520,University of Colorado Denver,United States of America,54.3,71.01,28.82,56.65,49.26,41.25,301.29
521,AGH University of Science & Technology,Poland,60.13,61.38,31.27,57.62,45.03,45.78,301.21
