World Rank,Institution,Location,National Rank,Education Rank,Employability Rank,Faculty Rank,Research Rank,Score,Year
865,Medical University of Warsaw,Poland,6,-,-,-,824,71.1,2019
866,"China Medical University, PRC",China,91,-,-,-,825,71.1,2019
867,University of Jinan,China,92,-,1296,-,828,71.1,2019
868,Harbin Medical University,China,93,-,-,-,827,71.1,2019
869,North-West University,South Africa,7,-,-,-,829,71.1,2019
870,Shanxi University,China,94,-,1419,-,830,71.1,2019
871,University of Valladolid,Spain,33,-,1182,-,831,71.1,2019
872,University of Franche-Comté,France,53,440,-,-,834,71.1,2019
873,Gachon University,South Korea,28,-,-,-,832,71.1,2019
874,Chungbuk National University,South Korea,29,-,-,-,835,71.1,2019
875,Oberlin College,USA,200,23,-,-,1999,71.1,2019
876,International Institute for Management Development,Switzerland,10,-,34,-,-,71.1,2019
877,Ehime University,Japan,36,-,951,-,839,71.1,2019
878,University of Texas Rio Grande Valley,USA,201,-,-,-,836,71,2019
879,National Research University Higher School of Economics,Russia,6,-,-,-,838,71,2019
880,Federal University of Pernambuco,Brazil,14,-,1221,-,843,71,2019
881,Babeș-Bolyai University,Romania,1,-,-,-,844,71,2019
882,Shizuoka University,Japan,37,-,1133,131,1107,71,2019
883,Belarusian State University,Belarus,1,-,-,-,846,71,2019
884,"City, University of London",United Kingdom,59,396,355,-,889,71,2019
885,Paris-Dauphine University,France,54,199,193,168,1200,71,2019
886,Dongguk University,South Korea,30,-,510,-,865,71,2019
887,Ulster University,United Kingdom,60,-,-,-,848,71,2019
888,Federal University of Viçosa,Brazil,15,-,-,-,849,71,2019
889,Qingdao University,China,95,-,-,-,850,71,2019
890,Federico Santa María Technical University,Chile,4,-,1215,-,851,71,2019
891,Chongqing Medical University,China,96,-,-,-,852,71,2019
892,Victoria University,Australia,25,-,-,-,853,71,2019
893,College of the Holy Cross,USA,202,301,41,-,-,71,2019
894,Missouri University of Science and Technology,USA,203,-,385,-,891,70.9,2019
895,Wenzhou Medical University,China,97,-,-,-,854,70.9,2019
896,Murdoch University,Australia,26,-,855,-,858,70.9,2019
897,Mansoura University,Egypt,3,-,-,-,855,70.9,2019
898,University of Caen Normandy,France,55,-,-,-,856,70.9,2019
899,Chuo University,Japan,38,-,66,-,1479,70.9,2019
900,Wroclaw Medical University,Poland,7,-,-,-,857,70.9,2019
901,Medical University of Lodz,Poland,8,-,-,-,860,70.9,2019
902,University of Limerick,Ireland,5,-,818,-,866,70.9,2019
903,Northern Arizona University,USA,204,410,1062,-,861,70.9,2019
904,Sogang University,South Korea,31,-,643,-,875,70.9,2019
905,Shahid Beheshti University of Medical Sciences,Iran,8,-,-,-,862,70.9,2019
906,Beijing Forestry University,China,98,-,-,-,863,70.9,2019
907,Southern University of Science and Technology,China,99,-,-,-,864,70.9,2019
908,Tunis El Manar University,Tunisia,1,-,-,-,868,70.9,2019
909,Hohai University,China,100,-,1315,-,869,70.8,2019
910,Federal University of Ceará,Brazil,16,-,1292,-,871,70.8,2019
911,Inje University,South Korea,32,-,-,-,870,70.8,2019
912,University of Memphis,USA,205,-,462,-,900,70.8,2019
913,Ritsumeikan University,Japan,39,-,580,-,887,70.8,2019
914,Yamagata University,Japan,40,-,-,-,872,70.8,2019
915,Gifu University,Japan,41,-,780,-,880,70.8,2019
916,Sofia University,Bulgaria,1,256,-,-,881,70.8,2019
917,University POLITEHNICA of Bucharest,Romania,2,-,-,-,873,70.8,2019
918,National Taiwan Normal University,Taiwan,14,-,1036,-,877,70.8,2019
919,Benemérita Autonomous University of Puebla,Mexico,3,-,-,-,876,70.8,2019
920,Miguel Hernández University of Elche,Spain,34,-,-,-,878,70.8,2019
921,University of Hertfordshire,United Kingdom,61,-,-,-,879,70.8,2019
922,Gabriele d’Annunzio University,Italy,45,-,-,-,882,70.8,2019
923,Shandong First Medical University & Shandong Academy of Medical Sciences,China,101,-,-,-,883,70.8,2019
924,Chiang Mai University,Thailand,3,-,1434,-,884,70.8,2019
925,University of Basilicata,Italy,46,-,-,-,885,70.7,2019
926,Federal University of Bahia,Brazil,17,-,1436,-,888,70.7,2019
927,University of Sassari,Italy,47,-,-,-,890,70.7,2019
928,University of Wrocław,Poland,9,510,1269,-,892,70.7,2019
929,Wrocław University of Science and Technology,Poland,10,-,902,-,896,70.7,2019
930,Tokai University,Japan,42,-,-,-,893,70.7,2019
931,Fluminense Federal University,Brazil,18,-,913,-,898,70.7,2019
932,Meijo University,Japan,43,-,-,79,1604,70.7,2019
933,Medical University of Silesia,Poland,11,-,-,-,895,70.7,2019
934,University of Seoul,South Korea,33,-,-,-,897,70.7,2019
935,Iran University of Science and Technology,Iran,9,-,-,-,899,70.7,2019
936,Kagoshima University,Japan,44,-,622,-,917,70.7,2019
937,Gunma University,Japan,45,-,-,-,901,70.7,2019
938,Federal University of São Carlos,Brazil,19,-,-,-,902,70.7,2019
939,University of Luxembourg,Luxembourg,1,-,-,-,903,70.7,2019
940,Babson College,USA,206,-,40,-,-,70.6,2019
941,University of Upper Alsace,France,56,-,-,-,904,70.6,2019
942,Villanova University,USA,207,347,135,-,1101,70.6,2019
943,Rochester Institute of Technology,USA,208,-,974,-,909,70.6,2019
944,Tokyo Women's Medical University,Japan,46,-,-,-,905,70.6,2019
945,Rouen Normandy University,France,57,515,-,-,906,70.6,2019
946,Çukurova University,Turkey,10,-,-,-,907,70.6,2019
947,University of Alabama in Huntsville,USA,209,-,-,-,910,70.6,2019
948,University of Regina,Canada,27,-,-,-,911,70.6,2019
949,"University of Technology, Malaysia",Malaysia,5,-,-,-,912,70.6,2019
950,University of Toyama,Japan,47,-,471,-,939,70.6,2019
951,Shiraz University,Iran,10,-,-,-,913,70.6,2019
952,China Pharmaceutical University,China,102,-,1194,-,915,70.6,2019
953,Nara Institute of Science and Technology,Japan,48,-,-,-,914,70.6,2019
954,Northumbria University,United Kingdom,62,-,829,-,921,70.6,2019
955,University of Bucharest,Romania,3,419,-,-,918,70.6,2019
956,Florida Institute of Technology,USA,210,-,584,-,935,70.5,2019
957,Xiangtan University,China,103,-,954,-,920,70.5,2019
958,Federal University of ABC,Brazil,20,-,-,-,922,70.5,2019
959,COMSATS University Islamabad,Pakistan,3,-,-,-,923,70.5,2019
960,Metropolitan Autonomous University,Mexico,4,-,-,-,924,70.5,2019
961,Anhui University,China,104,-,957,-,927,70.5,2019
962,Nicolaus Copernicus University,Poland,12,-,-,-,925,70.5,2019
963,Åbo Akademi University,Finland,8,-,-,-,926,70.5,2019
964,American University,USA,211,-,340,-,974,70.5,2019
965,Guangzhou Medical University,China,105,-,-,-,928,70.5,2019
966,Creighton University,USA,212,-,-,-,929,70.5,2019
967,Hangzhou Normal University,China,106,-,1397,-,930,70.5,2019
968,SUNY Upstate Medical University,USA,213,-,-,-,931,70.5,2019
969,Indian Institute of Technology Guwahati,India,15,-,-,-,932,70.5,2019
970,Auckland University of Technology,New Zealand,6,-,-,-,933,70.5,2019
971,Royal College of Surgeons in Ireland,Ireland,6,-,-,-,934,70.5,2019
972,New Jersey Institute of Technology,USA,214,412,712,-,942,70.5,2019
973,Jichi Medical University,Japan,49,-,-,-,936,70.4,2019
974,Jawaharlal Nehru University,India,16,93,-,203,1196,70.4,2019
975,Hallym University,South Korea,34,-,-,-,938,70.4,2019
976,Shanghai Normal University,China,107,-,1225,-,940,70.4,2019
977,Alexandria University,Egypt,4,285,1469,-,944,70.4,2019
978,Hunter College,USA,215,244,1142,-,951,70.4,2019
979,University of Mannheim,Germany,53,-,889,-,945,70.4,2019
980,Postgraduate Institute of Medical Education and Research,India,17,-,-,-,941,70.4,2019
981,King Juan Carlos University,Spain,35,-,-,-,943,70.4,2019
982,Guangdong University of Technology,China,108,-,-,-,946,70.4,2019
983,Tomsk State University,Russia,7,-,-,-,947,70.4,2019
984,Ningbo University,China,109,-,1444,-,949,70.4,2019
985,Zhejiang Normal University,China,110,-,-,-,948,70.4,2019
986,Dankook University,South Korea,35,-,1443,-,950,70.4,2019
987,Anhui Medical University,China,111,-,-,-,952,70.4,2019
988,Howard University,USA,216,-,-,-,953,70.4,2019
989,Toulouse 1 Capitole University,France,58,-,-,191,1083,70.3,2019
990,Khalifa University,United Arab Emirates,1,-,-,-,954,70.3,2019
991,Florida Atlantic University,USA,217,-,-,-,955,70.3,2019
992,Capital Normal University,China,112,-,923,-,959,70.3,2019
993,Paderborn University,Germany,54,-,1235,-,956,70.3,2019
994,New York Medical College,USA,218,-,-,-,957,70.3,2019
995,Medical University of Gdańsk,Poland,13,-,-,-,958,70.3,2019
996,University of Augsburg,Germany,55,-,-,-,960,70.3,2019
997,Aston University,United Kingdom,63,-,631,-,970,70.3,2019
998,Henan University,China,113,-,-,-,961,70.3,2019
999,Guangxi University,China,114,-,-,-,962,70.3,2019
1000,Federal University of Rio Grande do Norte,Brazil,21,-,-,-,963,70.3,2019
1001,Marmara University,Turkey,11,-,-,-,964,70.3,2019
1002,ITMO University,Russia,8,-,-,-,965,70.3,2019
1003,University of A Coruña,Spain,36,-,-,-,966,70.3,2019
1004,University of New Brunswick,Canada,28,-,778,-,969,70.3,2019
1005,Peter the Great St. Petersburg Polytechnic University,Russia,9,507,948,-,968,70.3,2019
1006,Fordham University,USA,219,-,182,-,1123,70.2,2019
1007,Jacobs University,Germany,56,-,-,-,967,70.2,2019
1008,VetAgro Sup,France,59,-,-,-,971,70.2,2019
1009,United States Military Academy,USA,220,-,50,-,-,70.2,2019
1010,University of Jaén,Spain,37,-,-,-,972,70.2,2019
1011,Nagoya City University,Japan,50,-,655,-,988,70.2,2019
1012,Lappeenranta University of Technology,Finland,9,-,820,-,983,70.2,2019
1013,University of Neuchâtel,Switzerland,11,-,-,-,973,70.2,2019
1014,Franklin & Marshall College,USA,221,34,1116,-,1889,70.2,2019
1015,University of Maribor,Slovenia,2,-,-,-,975,70.2,2019
1016,National Defense Medical Center,Taiwan,15,-,-,-,976,70.2,2019
1017,Liverpool School of Tropical Medicine,United Kingdom,64,-,-,-,977,70.2,2019
1018,Federal University of Juiz de Fora,Brazil,22,-,-,-,978,70.2,2019
1019,Jadavpur University,India,18,-,1149,-,980,70.2,2019
1020,Henan Normal University,China,115,-,-,-,979,70.2,2019
1021,University of Missouri-St. Louis,USA,222,-,388,-,1025,70.2,2019
1022,"University of Veterinary Medicine, Vienna",Austria,11,-,-,-,981,70.2,2019
1023,"University of New England, Australia",Australia,27,-,537,-,1003,70.1,2019
1024,University of South Bohemia,Czech Republic,5,-,-,-,982,70.1,2019
1025,Charles Sturt University,Australia,28,-,-,-,984,70.1,2019
1026,Autonomous University of San Luis Potosí,Mexico,5,-,-,-,985,70.1,2019
1027,Stevens Institute of Technology,USA,223,438,142,-,1233,70.1,2019
1028,University of Texas at El Paso,USA,224,-,1012,-,987,70.1,2019
1029,Federal University of Santa Maria,Brazil,23,-,817,-,992,70.1,2019
1030,University of Tabriz,Iran,11,-,-,-,986,70.1,2019
1031,Louisiana Tech University,USA,225,-,268,-,1067,70.1,2019
1032,Worcester Polytechnic Institute,USA,226,-,184,-,1155,70.1,2019
1033,San Francisco State University,USA,227,-,1415,-,989,70.1,2019
1034,University of Western Cape,South Africa,8,-,-,-,990,70.1,2019
1035,IMT Atlantique,France,60,-,-,-,991,70.1,2019
1036,Claremont McKenna College,USA,228,-,60,-,-,70.1,2019
1037,Federal University of Goiás,Brazil,24,-,-,-,993,70.1,2019
1038,Chemnitz University of Technology,Germany,57,-,1326,-,994,70.1,2019
1039,École centrale de Lyon,France,61,-,322,-,1059,70.1,2019
1040,Addis Ababa University,Ethiopia,1,-,-,-,995,70,2019
1041,Teikyo University,Japan,51,-,-,-,996,70,2019
1042,Qatar University,Qatar,1,-,710,-,1005,70,2019
1043,Yanshan University,China,116,-,1437,-,997,70,2019
1044,University of Lleida,Spain,38,-,-,-,998,70,2019
1045,Wright State University,USA,229,-,-,-,999,70,2019
1046,University of Évry Val d'Essonne,France,62,-,-,-,1001,70,2019
1047,University of Cádiz,Spain,39,-,-,-,1002,70,2019
1048,Dublin City University,Ireland,7,-,869,-,1007,70,2019
1049,Yıldız Technical University,Turkey,12,-,1193,-,1004,70,2019
1050,University of Waikato,New Zealand,7,-,592,-,1027,70,2019
1051,Clark University,USA,230,-,146,-,1276,70,2019
1052,University of Antioquia,Colombia,3,-,1211,-,1006,70,2019
1053,University of Dayton,USA,231,358,123,-,1340,70,2019
1054,Pomona College,USA,232,39,1065,231,-,70,2019
1055,University of Ibadan,Nigeria,1,-,-,-,1008,70,2019
1056,Charles Darwin University,Australia,29,-,-,-,1009,70,2019
1057,University of Thessaly,Greece,7,-,-,-,1010,69.9,2019
1058,Saitama University,Japan,52,176,722,-,1052,69.9,2019
1059,University of Pécs,Hungary,6,-,-,-,1012,69.9,2019
1060,"University of Puerto Rico, Medical Sciences Campus",Puerto Rico,1,-,-,-,1013,69.9,2019
1061,University of Puerto Rico at Mayagüez,Puerto Rico,2,-,-,-,1014,69.9,2019
1062,Loma Linda University,USA,233,-,-,-,1015,69.9,2019
1063,University of North Carolina at Greensboro,USA,234,-,-,-,1016,69.9,2019
1064,Mohammed V University,Morocco,1,-,-,-,1017,69.9,2019
1065,University of Urbino,Italy,48,-,1024,-,1019,69.9,2019
1066,University of Massachusetts Lowell,USA,235,-,881,-,1028,69.9,2019
1067,Taiyuan University of Technology,China,117,-,1302,-,1020,69.9,2019
1068,Hofstra University,USA,236,390,878,-,1033,69.9,2019
1069,Toho University,Japan,53,-,-,-,1021,69.9,2019
1070,ShanghaiTech University,China,118,-,-,-,1022,69.9,2019
1071,Indian Association for the Cultivation of Science,India,19,-,-,-,1023,69.9,2019
1072,Shandong Agricultural University,China,119,-,-,-,1024,69.9,2019
1073,Ivane Javakhishvili Tbilisi State University,Georgia,1,-,-,-,1026,69.9,2019
1074,University of Bradford,United Kingdom,65,-,226,-,1153,69.9,2019
1075,University of Namur,Belgium,10,170,590,-,1075,69.8,2019
1076,Edith Cowan University,Australia,30,-,1241,-,1032,69.8,2019
1077,Ferdowsi University of Mashhad,Iran,12,-,-,-,1029,69.8,2019
1078,Osnabrück University,Germany,58,-,-,-,1030,69.8,2019
1079,University of Novi Sad,Serbia,2,-,-,-,1031,69.8,2019
1080,Chimie ParisTech,France,63,-,-,-,1034,69.8,2019
1081,Yamaguchi University,Japan,54,-,-,-,1035,69.8,2019
1082,University of Silesia in Katowice,Poland,14,-,-,-,1036,69.8,2019
1083,Yunnan University,China,120,-,-,-,1037,69.8,2019
1084,National Taiwan Ocean University,Taiwan,16,-,946,-,1041,69.8,2019
1085,Zhejiang Sci-Tech University,China,121,-,1410,-,1038,69.8,2019
1086,National Taipei University of Technology,Taiwan,17,-,895,-,1044,69.8,2019
1087,University of Canberra,Australia,31,-,1338,-,1039,69.8,2019
1088,Pablo de Olavide University,Spain,40,-,-,-,1040,69.8,2019
1089,Chung Shan Medical University,Taiwan,18,-,-,-,1042,69.8,2019
1090,Kazan Federal University,Russia,10,-,1450,-,1043,69.8,2019
1091,Hunan Normal University,China,122,-,-,-,1045,69.8,2019
1092,Tokat Gaziosmanpaşa University,Turkey,13,-,-,-,1046,69.8,2019
1093,Brock University,Canada,29,-,-,-,1047,69.7,2019
1094,University of Naples Parthenope,Italy,49,-,-,-,1048,69.7,2019
1095,National Chengchi University,Taiwan,19,-,104,-,1515,69.7,2019
1096,Manchester Metropolitan University,United Kingdom,66,-,989,-,1050,69.7,2019
1097,Soonchunhyang University,South Korea,36,-,-,-,1049,69.7,2019
1098,Copenhagen Business School,Denmark,6,-,176,-,1277,69.7,2019
1099,South Dakota State University,USA,237,428,-,-,1053,69.7,2019
1100,"University of Chemistry and Technology, Prague",Czech Republic,6,-,-,-,1051,69.7,2019
1101,Bowling Green State University,USA,238,268,687,-,1071,69.7,2019
1102,Erciyes University,Turkey,14,-,-,-,1054,69.7,2019
1103,Kunming University of Science and Technology,China,123,-,-,-,1055,69.7,2019
1104,Prince of Songkla University,Thailand,4,-,-,-,1056,69.7,2019
1105,University of Salzburg,Austria,12,-,545,-,1080,69.7,2019
1106,Gaziantep University,Turkey,15,-,-,-,1057,69.7,2019
1107,Khon Kaen University,Thailand,5,-,-,-,1058,69.7,2019
1108,Chung Yuan Christian University,Taiwan,20,-,416,-,1104,69.7,2019
1109,University of Perpignan,France,64,-,-,-,1060,69.7,2019
1110,Jikei University,Japan,55,-,-,-,1061,69.7,2019
1111,Nippon Medical School,Japan,56,-,-,-,1062,69.6,2019
1112,Yokohama National University,Japan,57,-,295,-,1152,69.6,2019
1113,University of Las Palmas de Gran Canaria,Spain,41,-,-,-,1063,69.6,2019
1114,University of the Ryukyus,Japan,58,-,-,-,1064,69.6,2019
1115,University of Calcutta,India,20,227,535,242,1121,69.6,2019
1116,Mie University,Japan,59,-,-,-,1065,69.6,2019
1117,University of Lodz,Poland,15,475,1313,-,1066,69.6,2019
1118,Dong-A University,South Korea,37,-,842,-,1078,69.6,2019
1119,Shandong Normal University,China,124,-,-,-,1068,69.6,2019
1120,Cadi Ayyad University,Morocco,2,-,-,-,1069,69.6,2019
1121,Linnaeus University,Sweden,13,-,-,-,1070,69.6,2019
1122,Brandenburg University of Technology,Germany,59,-,-,-,1073,69.6,2019
1123,Maynooth University,Ireland,8,-,-,-,1074,69.6,2019
1124,Dokuz Eylül University,Turkey,16,-,-,-,1076,69.6,2019
1125,Santa Clara University,USA,239,-,125,-,1446,69.6,2019
1126,Wilfrid Laurier University,Canada,30,-,468,-,1112,69.6,2019
1127,Marquette University,USA,240,-,350,-,1162,69.6,2019
1128,Poznan University of Medical Sciences,Poland,16,-,-,-,1079,69.6,2019
1129,Fu Jen Catholic University,Taiwan,21,-,963,-,1084,69.5,2019
1130,Shahid Beheshti University,Iran,13,-,-,-,1081,69.5,2019
1131,Albany Medical College,USA,241,-,-,-,1082,69.5,2019
1132,University of Yamanashi,Japan,60,157,-,-,1117,69.5,2019
1133,Kwansei Gakuin University,Japan,61,-,97,-,1693,69.5,2019
1134,Suez Canal University,Egypt,5,-,-,-,1085,69.5,2019
1135,Manhattan College,USA,242,-,124,-,1471,69.5,2019
1136,University of Kassel,Germany,60,-,-,-,1086,69.5,2019
1137,Nantong University,China,125,-,-,-,1087,69.5,2019
1138,Pukyong National University,South Korea,38,-,-,-,1088,69.5,2019
1139,Qingdao University of Science and Technology,China,126,-,1054,-,1091,69.5,2019
1140,Texas State University,USA,243,-,1310,-,1090,69.5,2019
1141,Public University of Navarre,Spain,42,-,-,-,1089,69.5,2019
1142,Kyoto Prefectural University of Medicine,Japan,62,-,-,-,1092,69.5,2019
1143,Bowdoin College,USA,244,156,82,-,1979,69.5,2019
1144,Jordan University of Science and Technology,Jordan,1,-,-,-,1093,69.5,2019
1145,Carol Davila University of Medicine and Pharmacy,Romania,4,-,-,-,1094,69.5,2019
1146,Brno University of Technology,Czech Republic,7,-,-,-,1095,69.5,2019
1147,Medical University Sofia,Bulgaria,2,-,-,-,1096,69.4,2019
1148,Federal University of Pará,Brazil,25,-,-,-,1097,69.4,2019
1149,Hangzhou Dianzi University,China,127,-,965,-,1099,69.4,2019
1150,United Arab Emirates University,United Arab Emirates,2,-,1345,-,1098,69.4,2019
1151,Paracelsus Medical University,Austria,13,-,-,-,1100,69.4,2019
1152,Conservatoire national des arts et métiers,France,65,-,1288,-,1102,69.4,2019
1153,Carleton College,USA,245,69,332,-,1691,69.4,2019
1154,State University of Maringá,Brazil,26,-,-,-,1103,69.4,2019
1155,Haverford College,USA,246,53,-,-,1716,69.4,2019
1156,Sant'Anna School of Advanced Studies,Italy,50,-,-,-,1105,69.4,2019
1157,Sichuan Agricultural University,China,128,-,-,-,1106,69.4,2019
1158,University of North Dakota,USA,247,-,1184,-,1108,69.4,2019
1159,Fujian Agriculture and Forestry University,China,129,-,-,-,1109,69.4,2019
1160,Mersin University,Turkey,17,-,-,-,1110,69.4,2019
1161,Shandong University of Science and Technology,China,130,-,1151,-,1113,69.4,2019
1162,"University ""Magna Graecia"" of Catanzaro",Italy,51,-,-,-,1111,69.4,2019
1163,Hirosaki University,Japan,63,-,890,-,1119,69.4,2019
1164,"California State University, Fullerton",USA,248,-,967,-,1118,69.4,2019
1165,Aligarh Muslim University,India,21,-,1421,-,1114,69.4,2019
1166,"California State University, Fresno",USA,249,-,-,-,1115,69.3,2019
1167,University of Shanghai for Science and Technology,China,131,-,-,-,1116,69.3,2019
1168,University of Algarve,Portugal,7,-,-,-,1120,69.3,2019
1169,University of Electro-Communications,Japan,64,-,-,-,1122,69.3,2019
1170,"University of the West of England, Bristol",United Kingdom,67,408,-,-,1127,69.3,2019
1171,National Chung Cheng University,Taiwan,22,-,-,-,1124,69.3,2019
1172,University of Yaoundé I,Cameroon,1,-,-,-,1125,69.3,2019
1173,Campus Bio-Medico University,Italy,52,-,-,-,1126,69.3,2019
1174,Oakland University,USA,250,-,-,-,1128,69.3,2019
1175,Ca' Foscari University of Venice,Italy,53,-,-,-,1129,69.3,2019
1176,Australian Catholic University,Australia,32,-,1425,-,1130,69.3,2019
1177,Shantou University,China,132,-,-,-,1131,69.3,2019
1178,Clarkson University,USA,251,-,679,-,1158,69.3,2019
1179,Saitama Medical University,Japan,65,-,-,-,1132,69.3,2019
1180,Austral University of Chile,Chile,5,-,940,-,1142,69.3,2019
1181,Nagoya Institute of Technology,Japan,66,-,1251,-,1133,69.3,2019
1182,University of Central Lancashire,United Kingdom,68,-,1148,-,1139,69.3,2019
1183,University of the Free State,South Africa,9,-,-,-,1134,69.3,2019
1184,Soongsil University,South Korea,39,-,-,-,1135,69.3,2019
1185,Tottori University,Japan,67,254,663,-,1172,69.2,2019
1186,Qufu Normal University,China,133,-,-,-,1136,69.2,2019
1187,Kōchi University,Japan,68,-,-,-,1137,69.2,2019
1188,Federal University of Paraíba,Brazil,27,-,-,-,1138,69.2,2019
1189,University of Camerino,Italy,54,-,-,-,1140,69.2,2019
1190,Boise State University,USA,252,-,1398,-,1141,69.2,2019
1191,Kasetsart University,Thailand,6,-,1463,-,1143,69.2,2019
1192,Assiut University,Egypt,6,-,1466,-,1144,69.2,2019
1193,Chosun University,South Korea,40,-,-,-,1145,69.2,2019
1194,Catholic University of America,USA,253,-,886,-,1156,69.2,2019
1195,Anna University,India,22,504,1418,-,1147,69.2,2019
1196,University of Southern Mississippi,USA,254,-,-,-,1146,69.2,2019
1197,Luleå University of Technology,Sweden,14,-,-,-,1148,69.2,2019
1198,Ural Federal University,Russia,11,-,942,-,1157,69.2,2019
1199,Singapore University of Technology and Design,Singapore,3,-,-,-,1149,69.2,2019
1200,University of Pau and Pays de l'Adour,France,66,-,-,-,1151,69.2,2019
1201,University of Gdańsk,Poland,17,-,1230,-,1154,69.2,2019
1202,National University of Distance Education,Spain,43,-,1248,-,1159,69.2,2019
1203,Federal University of Espírito Santo,Brazil,28,-,-,-,1160,69.2,2019
1204,Visva-Bharati University,India,23,-,-,-,1161,69.2,2019
1205,University of Hyderabad,India,24,-,-,-,1163,69.1,2019
1206,ESSEC Business School,France,67,-,67,-,-,69.1,2019
1207,"California Polytechnic State University, San Luis Obispo",USA,255,-,302,-,1285,69.1,2019
1208,San Jose State University,USA,256,247,813,-,1199,69.1,2019
1209,Fujita Health University,Japan,69,-,-,-,1164,69.1,2019
1210,Isfahan University of Medical Sciences,Iran,14,-,-,-,1166,69.1,2019
1211,İzmir Institute of Technology,Turkey,18,-,-,-,1167,69.1,2019
1212,"Asia University, Taiwan",Taiwan,23,-,-,-,1168,69.1,2019
1213,Tokyo Medical University,Japan,70,-,-,-,1169,69.1,2019
1214,Saga University,Japan,71,-,-,-,1170,69.1,2019
1215,University of the Punjab,Pakistan,4,432,1472,-,1173,69.1,2019
1216,Fujian Normal University,China,134,-,-,-,1171,69.1,2019
1217,Gran Sasso Science Institute,Italy,55,-,-,-,1174,69.1,2019
1218,Lakehead University,Canada,31,-,789,-,1185,69.1,2019
1219,University of Toulouse-Jean Jaurès,France,68,-,-,-,1175,69.1,2019
1220,United States Naval Academy,USA,257,146,151,-,1617,69.1,2019
1221,University of Reims Champagne-Ardenne,France,69,-,1002,-,1181,69.1,2019
1222,Keimyung University,South Korea,41,-,1411,-,1176,69.1,2019
1223,Süleyman Demirel University,Turkey,19,-,-,-,1177,69.1,2019
1224,Rhodes University,South Africa,10,443,903,-,1187,69,2019
1225,Shiga University of Medical Science,Japan,72,-,-,-,1178,69,2019
1226,Koç University,Turkey,20,-,-,-,1179,69,2019
1227,Kuwait University,Kuwait,1,-,1320,-,1180,69,2019
1228,University of Occupational and Environmental Health Japan,Japan,73,-,-,-,1182,69,2019
1229,Nanjing University of Chinese Medicine,China,135,-,-,-,1183,69,2019
1230,University of Almería,Spain,44,-,-,-,1184,69,2019
1231,Doshisha University,Japan,74,-,177,-,1464,69,2019
1232,National Kaohsiung University of Science and Technology,Taiwan,24,-,-,-,1186,69,2019
1233,Ramon Llull University,Spain,45,-,398,-,1279,69,2019
1234,Federal University of Uberlândia,Brazil,29,-,-,-,1188,69,2019
1235,Fujian Medical University,China,136,-,-,-,1189,69,2019
1236,Daegu Gyeongbuk Institute of Science and Technology,South Korea,42,-,-,-,1190,69,2019
1237,Hubei University,China,137,-,1253,-,1191,69,2019
1238,University of Sfax,Tunisia,2,-,-,-,1192,69,2019
1239,University of Costa Rica,Costa Rica,1,-,-,-,1193,69,2019
1240,Hyogo College of Medicine,Japan,75,-,-,-,1194,69,2019
1241,Nova Southeastern University,USA,258,-,840,-,1204,69,2019
1242,Hassan II University of Casablanca,Morocco,3,-,-,-,1195,69,2019
